restaurant_name,address,price,smiles,frowns,type1,type2,type3,type4,region,avg_price,simp_type,Districts,DistrictValue,lon,lat
Choi Fook Luxury Banquet,"2/F., Plover Cove Garden Commerical Complex, 3 Plover Cove Road, Tai Po",$101-$200,3,0,Guangdong,Seafood,Dim Sum,Dim Sum Restaurant,Tai Po,300,Hong Kong,Tai Po,12,114.168056,22.449613
King's Belly,"Shop C, G/F, Mei Fung Building, 6 Wan Tau Kok Lane, Tai Po",$51-$100,4,1,British,Western Restaurant,Bar,,Tai Po,75,Western,Tai Po,12,114.1691114,22.447112
Chung Shing Poon Choi,"G/F, 36B Tai Mei Tuk Village,Ting Kok Road, Tai Po",$101-$200,18,4,Guangdong,Stir-Fry,,,Tai Po,300,Hong Kong,Tai Po,12,114.2326144,22.4727445
,"Shop B, G/F, Gold Reserved Court, 18-20 Tai Ming Lane, Tai Po",Below $50,4,0,Yunnan,Noodles/Rice Noodles,,,Tai Po,40,Chinese,Tai Po,12,114.1679681,22.4471776
Macau Kam Lung Gourmet,"Shop 29, G/F, Jade Plaza, 3 On Chee Road, Tai Po",Below $50,3,0,Yunnan,Hong Kong Style,Noodles/Rice Noodles,Tea Restaurant,Tai Po,40,Chinese,Tai Po,12,114.167647,22.453216
Cheese Pizza,"Shop 108, G/F, Tai Yuen Shopping Centre, Tai Yuen Estate, Tai Po",$51-$100,31,4,Italian,Pizza,Western Restaurant,,Tai Po,75,Western,Tai Po,12,114.1655064,22.4423218
Tai Po Tung Kwong Chicken Restaurant,"G/F, 12 Tai Ming Lane, Tai Po Market, Tai Po",$51-$100,35,12,Guangdong,Stir-Fry,,,Tai Po,75,Hong Kong,Tai Po,12,114.1655064,22.4423218
K&L; Cafe,"Shop E, G/F, Tony Court, 6-16 Tung Cheung Street, Tai Po",$51-$100,3,0,Western,Bakery,Coffee Shop,,Tai Po,75,Western,Tai Po,12,114.169556,22.4480155
Dessertalicious,"Shop C1, G/F, 93 Wan Tau Street, Tai Po",Below $50,17,2,Hong Kong Style,,,,Tai Po,40,Hong Kong,Tai Po,12,114.168017,22.447094
,"G/F., 4-56 Chui Yi Street, Tai Po",Below $50,3,0,Hong Kong Style,Chinese BBQ,Dim Sum,Chinese Buns,Tai Po,40,Hong Kong,Tai Po,12,114.1632726,22.4533794
Viet's Choice,"Shop 9A, 1/F, Uptown Plaza, 9 Nam Wan Road, Tai Po",$51-$100,6,2,Vietnamese,Noodles/Rice Noodles,,,Tai Po,75,Asian,Tai Po,12,114.168707,22.443698
Once Kitchen,"Shop 8-9, G/F, Fortune Plaza, 4 On Chee Road, Tai Po",$51-$100,6,1,Western,Western Restaurant,,,Tai Po,75,Western,Tai Po,12,114.167696,22.45262
,"SHOP CFS39 , 2/F, Tai Po Market Complex, 8 Heung Sze Wui Street, Tai Po",Below $50,25,5,Thai,Cooked Food Center,,,Tai Po,40,Asian,Tai Po,12,114.1665236,22.4461467
Genki Sushi,"Shop G505-515, zone C, Tai Po Mega Mall, 9 On Pong Road, Tai Po",$101-$200,10,8,Japanese,Sushi/Sashimi,Sushi Bar,,Tai Po,300,Asian,Tai Po,12,114.1694838,22.4525949
Yeung Wo Tong,"NO.35,Fortune Plaza, Tai Po",Below $50,4,0,Guangdong,Herbal Tea,,,Tai Po,40,Hong Kong,Tai Po,12,114.1676925,22.452619
,"G/F, No. 11 Dai Kwong Lan, Tai Po",Below $50,5,1,Hong Kong Style,,,,Tai Po,40,Hong Kong,Tai Po,12,114.1669833,22.4468437
New Deers Restaurant,"Shop 35-36, G/F, Tai Wo Centre, 24 Tai Wo Road, Tai Po",$51-$100,1,0,Chiu Chow,Hot Pot,Congee,Dai Pai Dong,Tai Po,75,Chinese,Tai Po,12,114.1675376,22.327281
7Days,"G/F, 83 Kwong Fuk Road, Tai Po",$51-$100,1,0,Turkish,Seafood,Pizza,Skewer,Tai Po,75,South Asian,Tai Po,12,114.1673113,22.4485059
Yaki,"Shop 3C, G/F, Fuller Garden, 8 Chui Lok Street, Tai Po",Below $50,5,0,Japanese,Teppanyaki,Skewer,Takeaway,Tai Po,40,Asian,Tai Po,12,114.16481,22.453866
,"G/F, 20-26 Kwong On Building, Wan Tau Street, Tai Po",Below $50,5,2,Singaporean,Dessert,Ice Cream/yogurt,,Tai Po,40,Asian,Tai Po,12,114.168585,22.4471129
,"Tai Po Plaza, No.1 On Tai Road, Tai Po",Below $50,8,1,Hong Kong Style,Snack Shop & Deli,,,Tai Po,40,Hong Kong,Tai Po,12,114.1699229,22.4529221
,"G/F, Mei Fat Building, 41 Tai Wing Lane, Tai Po",Below $50,14,0,Guangdong,Herbal Cuisine,Snake Soup,,Tai Po,40,Hong Kong,Tai Po,12,114.1670345,22.4471279
Curry King,"Shop G65, Tai Po Plaza, No.1 On Tai Road, Tai Po",$51-$100,46,9,Indian,Curry,Tea Restaurant,,Tai Po,75,South Asian,Tai Po,12,114.1706992,22.4539656
Chiuchow Garden Restaurant,"Shop 001-003, 1/F, Uptown Plaza, No.9 Nam Wan Road, Tai Po",$101-$200,14,4,Chiu Chow,Dim Sum,Stir-Fry,Dim Sum Restaurant,Tai Po,300,Chinese,Tai Po,12,114.1717346,22.4494667
,"CFS6, 2/F, Tai Po Market Complex, Heung Sze Wui Street, Tai Po",Below $50,9,0,Hong Kong Style,Noodles/Rice Noodles,Cooked Food Center,,Tai Po,40,Hong Kong,Tai Po,12,114.1663962,22.4467402
Shing Sai Kee Noodle,"Shop 20, G/F, Jade Plaza Shopping Ctr,, Tai Po",Below $50,45,4,Hong Kong Style,Food Stall Noodles,,,Tai Po,40,Hong Kong,Tai Po,12,114.1655064,22.4423218
,__________3______________9______,Below $50,5,1,Hong Kong Style,Noodles/Rice Noodles,Tea Restaurant,,Tai Po,40,Hong Kong,Tai Po,12,114.0501065,22.4546986
Saint Honore Cake Shop,"Shop 610-611, 1/F, Tai Po Mega Mall Zone D, 9 On Pong Road, Tai Po",Below $50,7,0,Hong Kong Style,Bakery,,,Tai Po,40,Hong Kong,Tai Po,12,114.1694838,22.4525949
,"Old Tai Po Police Station, 11 Wan Tau Kok Lane, Tai Po",Below $50,2,1,International,Vegetarian,Food Wise Eateries,,Tai Po,40,International,Tai Po,12,114.1698605,22.446579
The Country Club at Hong Lok Yuen,"No.8 Hong Lok Yuen Town Centre Crescent, Tai Po",$101-$200,4,0,Hong Kong Style,Western,Seafood,Pizza,Tai Po,300,Hong Kong,Tai Po,12,114.1520172,22.4628807
G One Sushi Japanese Restaurant,"G/F, Block C, Greenery Plaza, 3 Chui Yi Street, Tai Po",$51-$100,4,0,Japanese,Robatayaki,Sushi/Sashimi,Udon,Tai Po,75,Asian,Tai Po,12,114.162732,22.4529481
,________________A7-A9__,Below $50,0,4,Hong Kong Style,,,,Tai Po,40,Hong Kong,Tai Po,12,114.259755,22.367326
,"2/F, Tai Po Market Complex, Heung Sze Wui Street, Tai Po",$51-$100,37,3,Hakka,Snack Shop & Deli,Cooked Food Center,,Tai Po,75,Chinese,Tai Po,12,114.1663962,22.4467402
Hui Lau Shan,"Shop 97, 1/F., Uptown Plaza, No.9 Nam Wan Road, Tai Po",Below $50,3,1,Hong Kong Style,Dessert,Sweet Soup,,Tai Po,40,Hong Kong,Tai Po,12,114.1717346,22.4494667
Shalimar Indian Restaurant,"G/F, 127 Kwong Fuk Road, Tai Po",$51-$100,32,6,Indian,Curry,Western Restaurant,,Tai Po,75,South Asian,Tai Po,12,114.1683435,22.4480229
Green River Restaurant,"Shop 10, Treasure Garden, 10 On Chee Road, Tai Po, Tai Po",$51-$100,0,3,Hong Kong Style,Tea Restaurant,,,Tai Po,75,Hong Kong,Tai Po,12,114.1680968,22.4528475
Old Store,"Shop 401, Tai Yuen Estate Market, Tai Po",Below $50,4,0,Hong Kong Style,Noodles/Rice Noodles,Wonton/Dumpling,,Tai Po,40,Hong Kong,Tai Po,12,114.1655064,22.4423218
Versailles Restaurant,"G/F, 15 Nam Shing Street, Tai Po",$51-$100,3,1,International,Hamburger,All Day Breakfast,Salad,Tai Po,75,International,Tai Po,12,114.165916,22.4481954
House of Beijing,"Shop 003. 1/F, Uptown Plaza, 9 Nam Wan Road, Tai Po",$101-$200,14,6,Beijing,Stir-Fry,,,Tai Po,300,Chinese,Tai Po,12,114.168707,22.443698
,"CFS7, 2/F, Tai Po Market Complex, Heung Sze Wui Street, Tai Po",Below $50,11,1,Hong Kong Style,Noodles/Rice Noodles,Dai Pai Dong,Cooked Food Center,Tai Po,40,Hong Kong,Tai Po,12,114.166547,22.446669
Tong Kee Bao Dim,"Shop TAP15, Tai Po Market MTR Station, Tai Po",Below $50,1,0,Hong Kong Style,Chinese Buns,,,Tai Po,40,Hong Kong,Tai Po,12,114.1655064,22.4423218
Viet's Choice,"Shop No. 537 & 538, Level 1, Tai Po Mega Mall Zone C, No. 3 On Pong Road, Tai Po, N.T., Tai Po",$51-$100,18,11,Vietnamese,Noodles/Rice Noodles,,,Tai Po,75,Asian,Tai Po,12,-80.5816648,34.5184626
Tino's Pizza Cafe A Handmade Italian Feast,"Shop 20, G/F, Eightland Gardens, 2 On Chee Road, Tai Po",$101-$200,4,2,Western,Pizza,Western Restaurant,,Tai Po,300,Western,Tai Po,12,114.166355,22.452602
Royal House Restaurant,"G/F, 67-68 Pan Chung San Tsuen, Tai Po",$101-$200,2,0,Guangdong,Seafood,Stir-Fry,,Tai Po,300,Hong Kong,Tai Po,12,114.1726962,22.3702337
,"Shop 356B, 2/F, Zone E, Tai Po Mega Mall, 3 Po Wu Lane, Tai Po",Below $50,1,0,Taiwan,Wonton/Dumpling,Snack Shop & Deli,,Tai Po,40,Chinese,Tai Po,12,114.168988,22.449902
,"Shop 501-504, Zone C, Tai Po Mega Mall, 9 On Pong Road, Tai Po",$51-$100,2,0,Hong Kong Style,,,,Tai Po,75,Hong Kong,Tai Po,12,114.1694838,22.4525949
Del Fresco Dining,"Shop A, G/F, 27 Lung Mei Village, Tin Kok Road, Tai Po",$101-$200,3,0,Western,International,Western Restaurant,Outdoor,Tai Po,300,Western,Tai Po,12,114.1726962,22.3702337
Murray Restaurant,"Shop no. 4, G/F, Kam Chung Hourse, 128-130 Kwong Fuk Road, Taipo, Tai Po",Below $50,2,0,International,Western Restaurant,,,Tai Po,40,International,Tai Po,12,114.1655064,22.4423218
Maxim's Cake Shop,"Shop 50, G/F, Fortune Plaza, 4 On Chee Road, Tai Po",Below $50,7,1,Hong Kong Style,Bakery,,,Tai Po,40,Hong Kong,Tai Po,12,114.167696,22.45262
,__________42-44______________,Below $50,9,8,Hong Kong Style,Food Stall Noodles,Noodles/Rice Noodles,,Tai Po,40,Hong Kong,Tai Po,12,114.170492,22.3105715
,"CFS24, 2/F, Tai Po Market Complex, Heung Sze Wui Street, Tai Po",Below $50,11,5,Hong Kong Style,Dim Sum,Fast Food,Cooked Food Center,Tai Po,40,Hong Kong,Tai Po,12,114.1663962,22.4467402
,"43 Wai Yan Street, Tai Po",$101-$200,2,0,Hong Kong Style,Hot Pot,Chicken Hot Pot,Stir-Fry,Tai Po,300,Hong Kong,Tai Po,12,114.1661468,22.4484735
,"G/F, 3 Wai yan Street, Tai Po Hui, Tai Po",Below $50,6,5,Jingchuanhu,Wonton/Dumpling,Stir-Fry,,Tai Po,40,Chinese,Tai Po,12,114.1655064,22.4423218
,"G/F, Fortune Plaza, 4 On Chee Road, Tai Po",Below $50,8,3,Hong Kong Style,Snack Shop & Deli,,,Tai Po,40,Hong Kong,Tai Po,12,114.1676925,22.452619
Kentucky Fried Chicken,"Shop 516-526, Tai Po Mega Mall Zone C, No.9 On Pong Road, Tai Po",Below $50,11,7,American,Fast Food,,,Tai Po,40,Western,Tai Po,12,114.1699737,22.4519727
100,"Shop 12, Podium of Tai Yuen Market, Tai Po",Below $50,1,0,Taiwan,Noodles/Rice Noodles,,,Tai Po,40,Chinese,Tai Po,12,114.1655064,22.4423218
,"G/F, Dragon Court, 22 Tai Ming Lane, Tai Po Market, Tai Po",Below $50,3,1,Hong Kong Style,Dessert,,,Tai Po,40,Hong Kong,Tai Po,12,114.1655064,22.4423218
Tomato Club,"Shop 8, G/F, Treasure Garden, 1 On Chee Road, Tai Po",$51-$100,2,0,Hong Kong Style,Noodles/Rice Noodles,,,Tai Po,75,Hong Kong,Tai Po,12,114.167064,22.45337
,__________________,Below $50,2,0,Hong Kong Style,Dessert,,,Tai Po,40,Hong Kong,Tai Po,12,114.109497,22.396428
,"CFS33, 2/F, Tai Po Market Complex, Heung Sze Wui Street, Tai Po",Below $50,7,0,Hong Kong Style,Dai Pai Dong,Cooked Food Center,,Tai Po,40,Hong Kong,Tai Po,12,114.1663962,22.4467402
Hoxie Cake Shop,"Shop 3-4, Wan Tau Tong Commercial Complex, Wan Tau Tong Estate, Tai Po",Below $50,3,0,Hong Kong Style,Bakery,,,Tai Po,40,Hong Kong,Tai Po,12,114.1655064,22.4423218
Tai Hing,"Shop 9, 1/F, Uptown Plaza, 9 Nam Wan Road, Tai Po",$51-$100,9,3,Hong Kong Style,Chinese BBQ,Tea Restaurant,Food Wise Eateries,Tai Po,75,Hong Kong,Tai Po,12,114.168707,22.443698
,"Shop 5, Kwong Shung House, Kwong Fuk Estate, Tai Po",Below $50,14,0,Hong Kong Style,Coffee Shop,Dai Pai Dong,,Tai Po,40,Hong Kong,Tai Po,12,114.1655064,22.4423218
,"Shop F5, Tai Yuen Shopping Centre, 10 Ting Kok Road, Tai Po",Below $50,2,1,Western,Tea Restaurant,,,Tai Po,40,Western,Tai Po,12,114.168172,22.454697
Tai Cheong Bakery,"Shop 017A, G/F, Zone A, Tai Po Mega Mall, 9 On Pong Road, Tai Po",Below $50,1,0,Hong Kong Style,Bakery,,,Tai Po,40,Hong Kong,Tai Po,12,114.1694838,22.4525949
Gin Curry,"Shop 536, 1/F, Zone C, Tai Po Mega Mall, 9 On Pong Road, Tai Po",Below $50,16,10,Japanese,Curry,,,Tai Po,40,Asian,Tai Po,12,114.1694838,22.4525949
,"202 Ting Kok Road, Tai Mei Tuk, Tai Po",$101-$200,2,0,Hong Kong Style,BBQ,BBQ Ground,,Tai Po,300,Hong Kong,Tai Po,12,114.2329495,22.471735
Toast Box,"Shop 539-541, G/F, Tai Po Mega Mall Zone C, 9 On Pong Road, Tai Po",$51-$100,1,0,Singaporean,Bakery,Taiwanese Drink,Coffee Shop,Tai Po,75,Asian,Tai Po,12,114.1699737,22.4519727
,______________________106______1-3__,$51-$100,2,0,Guangdong,Hong Kong Style,Hot Pot,Chinese BBQ,Tai Po,75,Hong Kong,Tai Po,12,114.1783407,22.3237785
Appolo,"Shop 72, 2/F, Tai Po Plaza, No.1 On Tai Road, Tai Po",Below $50,4,0,Hong Kong Style,Ice Cream/yogurt,,,Tai Po,40,Hong Kong,Tai Po,12,114.1706992,22.4539656
,"Shop 9, L1, Tai Po Plaza, 1 On Tai Road, Tai Po",Below $50,15,0,Hong Kong Style,Bakery,Snack Shop & Deli,,Tai Po,40,Hong Kong,Tai Po,12,114.170445,22.452909
Tong Kee Bao Dim,"Shop 16, G/F, Zone A, Tai Po Mega Mall, 9 On Pong Road, Tai Po",Below $50,2,0,Hong Kong Style,Chinese Buns,,,Tai Po,40,Hong Kong,Tai Po,12,114.1694838,22.4525949
Chiu Hip Hing Restaurant,"Shop D., G/F., 6 Wan Tau Kok Lane,, Tai Po",$51-$100,4,0,Chiu Chow,,,,Tai Po,75,Chinese,Tai Po,12,114.1691114,22.447112
Polaris,"G/F, 4 Nam Shing Street, Tai Po",$51-$100,3,0,Italian,Western,American,Steak House,Tai Po,75,Western,Tai Po,12,114.165559,22.448042
McDonald's,______________________G25____,Below $50,3,1,American,Hamburger,Fast Food,,Tai Po,40,Western,Tai Po,12,114.2202314,22.6022951
Red Dragonfly,"Shop G542-548, Tai Po Mega Mall Zone C, No.9 On Pong Road, Tai Po",$51-$100,19,16,Hong Kong Style,Tea Restaurant,,,Tai Po,75,Hong Kong,Tai Po,12,114.1699737,22.4519727
Royal China Aqua Garden,"Sam Mun Tsai Road, Tai Po",$101-$200,6,2,Guangdong,Seafood,Fine Dried Seafood,Dim Sum,Tai Po,300,Hong Kong,Tai Po,12,114.209763,22.457151
,"CFS18, 2/F, Tai Po Market Complex, Heung Sze Wui Street, Tai Po",Below $50,13,4,Hong Kong Style,Congee,Dai Pai Dong,Cooked Food Center,Tai Po,40,Hong Kong,Tai Po,12,114.1663962,22.4467402
,__________________ P217,Below $50,3,2,Hong Kong Style,Dessert,Snack Shop & Deli,,Tai Po,40,Hong Kong,Tai Po,12,114.1729805,22.278335
,"G/F, 59 Yan Hing Street, Tai Po",$101-$200,3,0,Sichuan,Hot Pot,Noodles/Rice Noodles,Stir-Fry,Tai Po,300,Chinese,Tai Po,12,114.164005,22.4496102
,"19 A Lung Mei Chuen, Ting Kok Road, Tai Po",$101-$200,3,0,Guangdong,Stir-Fry,,,Tai Po,300,Hong Kong,Tai Po,12,114.1796092,22.4592111
Snack Express,______________________TAP 16__,Below $50,1,0,Hong Kong Style,Snack Shop & Deli,,,Tai Po,40,Hong Kong,Tai Po,12,114.359529,22.471139
Pizza-Box,"Shop 7, G/F, Mei Lee Building, Kau Hui Chik Street, Tai Po",$51-$100,5,3,Italian,Pizza,Takeaway,Snack Shop & Deli,Tai Po,75,Western,Tai Po,12,114.1653039,22.4539184
Little Monster,"Shop 9A, G/F, Block C, Greenery Plaza, 3 Chui Yi Street, Tai Po",Below $50,2,0,Hong Kong Style,Dessert,Ice Cream/yogurt,,Tai Po,40,Hong Kong,Tai Po,12,114.163216,22.452742
Tao Yuen Momo,"Shop 22, G/F, Fu Heng Shopping Centre, Fu Heng Estate, Tai Po",Below $50,1,0,Hong Kong Style,Congee,Food Wise Eateries,,Tai Po,40,Hong Kong,Tai Po,12,114.1655064,22.4423218
CHUBBY'S PIZZA,"Shop 31, G/F, Tai Wo Center, 15 Tai Po Tai Wo Road, Tai Po",$51-$100,2,0,Italian,Pizza,Takeaway,Western Restaurant,Tai Po,75,Western,Tai Po,12,114.1625047,22.4524921
,"Shop C, G/F, 3 Mei Sun Lane, Tai Po",Below $50,13,8,Yunnan,Noodles/Rice Noodles,,,Tai Po,40,Chinese,Tai Po,12,114.165034,22.453253
Cafde Coral,"Shop P105, Kwong Fuk Centre, Kwong Fuk Est, Tai Po",Below $50,4,0,Hong Kong Style,Meatless Menu,Fast Food,,Tai Po,40,Hong Kong,Tai Po,12,114.1655064,22.4423218
Chicken Pot Hut,"Shop 2A, G/F, Block C, Greenary Plaza, 3 Chui Yi Street, Tai Po",$101-$200,0,0,Sichuan,Hot Pot,,,Tai Po,300,Chinese,Tai Po,12,114.163216,22.452742
,"G/F, 91 Sam Mun Chai, Tai Po",Below $50,2,0,Hong Kong Style,Noodles/Rice Noodles,Dai Pai Dong,,Tai Po,40,Hong Kong,Tai Po,12,114.210648,22.4573065
,"Shop 10, G/F, Greenfield Garden Block B, 1 Fung Shue Wo Road, Tai Po",Below $50,3,1,Taiwan,Taiwanese Drink,Snack Shop & Deli,,Tai Po,40,Chinese,Tai Po,12,114.1279524,22.4437179
,"G/F, 20 Wai Yi Street, Tai Po",Below $50,2,0,Hong Kong Style,Bakery,,,Tai Po,40,Hong Kong,Tai Po,12,114.1656802,22.4475918
Akizuki Japanese Restaurant,"G/F, Kai Cheong Mansion, 13 Ting Kok Road, Tai Po",$51-$100,1,0,Japanese,Ramen,Teppanyaki,Sushi/Sashimi,Tai Po,75,Asian,Tai Po,12,114.1650135,22.4519775
Star Seafood Restaurant,"G/F-1/F, Wing Fai Plaza, 29-35 Ting Kok Road, Tai Po",$101-$200,23,5,Guangdong,Dim Sum,Dim Sum Restaurant,,Tai Po,300,Hong Kong,Tai Po,12,114.1655371,22.4533805
A-1 Bakery,"Shop 020, G/F, Zone A, Tai Po Mega Mall, 9 On Pong Road, Tai Po",Below $50,1,0,Western,Bakery,,,Tai Po,40,Western,Tai Po,12,114.1694838,22.4525949
,"Shop 1-2, G/F, Elegance Garden, 1-7 Nam Wan Road, Tai Po",Below $50,5,4,Hong Kong Style,Tea Restaurant,,,Tai Po,40,Hong Kong,Tai Po,12,114.166996,22.4445625
Beach cafe,"G/F, 63 Tai Mei Tuk Village, Ting Kok Road, Tai Po",$101-$200,2,0,Western,Hamburger,Coffee Shop,,Tai Po,300,Western,Tai Po,12,114.2326144,22.4727445
Ajisen Ramen,"G/F, Shop 61-62, Tai Po Plaza, 1 On Tai Road, Tai Po",$51-$100,1,0,Japanese,Ramen,Izakaya,,Tai Po,75,Asian,Tai Po,12,114.170445,22.452909
Taipo Angels' Cafe,"1/F, 101 Kwong Fuk Road, Tai Po",Below $50,1,0,Western,Coffee Shop,Outdoor,Upper-floor Cafe,Tai Po,40,Western,Tai Po,12,114.1674783,22.4484268
,"Shop 8-9, Podium, Tai Yuen Cooked Food Market, Tai Yuen Market, Tai Yuen Estate, 10 Ting Kok Rd, Tai Po",$51-$100,1,0,Hong Kong Style,Teppanyaki,Curry,Tea Restaurant,Tai Po,75,Hong Kong,Tai Po,12,114.168172,22.454697
Wego,____________15__,$51-$100,1,0,Italian,Western,Seafood,Curry,Tai Po,75,Western,Tai Po,12,114.1727377,22.2951648
Lecker's,"Shop 15, Blcok A, Beautiful Garden, 11 Chui Lok Street, Tai Po",$101-$200,2,0,German,Western Restaurant,Bar,,Tai Po,300,Western,Tai Po,12,114.164538,22.45439
Rosa Bridge Restaurant,"G/F, 123 Kwong Fuk Road, Tai Po",Below $50,1,0,Hong Kong Style,Thai,Tea Restaurant,,Tai Po,40,Hong Kong,Tai Po,12,114.1681961,22.4480947
,"G/F, 28 Tai Ming Lane, Tai Po Market, Tai Po",Below $50,10,2,Hong Kong Style,Dessert,Snack Shop & Deli,,Tai Po,40,Hong Kong,Tai Po,12,114.1655064,22.4423218
,"CFS2, 2/F, Tai Po Market Complex, Heung Sze Wui Street, Tai Po",Below $50,3,2,Guangdong,Noodles/Rice Noodles,Dai Pai Dong,Cooked Food Center,Tai Po,40,Hong Kong,Tai Po,12,114.1663962,22.4467402
,"Shop 222A, 2/F, Plover Cove Garden Shopping Centre, 3 Plover Cove Road, Tai Po",Below $50,1,0,Hong Kong Style,Tea Restaurant,,,Tai Po,40,Hong Kong,Tai Po,12,114.168056,22.449613
,"G/F, 58 Tai Po Plaza, Tai Po",Below $50,1,0,Yunnan,Guangxi,Noodles/Rice Noodles,,Tai Po,40,Chinese,Tai Po,12,114.1670367,22.3282649
,"Shop 2, G/F, Greenfield Garden, Tai Po",Below $50,1,0,Chiu Chow,Hong Kong Style,Noodles/Rice Noodles,Wonton/Dumpling,Tai Po,40,Chinese,Tai Po,12,114.1655064,22.4423218
Kee Wah,"Shop 18A, Area A, Tai Po Mega Mall, 9 On Pong Road, Tai Po",Below $50,1,0,Hong Kong Style,Bakery,Chinese Cake,,Tai Po,40,Hong Kong,Tai Po,12,114.1694838,22.4525949
,"Shop G16-22, Tai Po Plaza, 1 On Tai Road, Tai Po",Below $50,7,6,Hong Kong Style,Tea Restaurant,,,Tai Po,40,Hong Kong,Tai Po,12,114.170445,22.452909
Homemade Opera Japanese Style Cake Shop,"ShopP4,Plover Market,Plover Cove Road, Tai Po",Below $50,2,0,Hong Kong Style,Bakery,,,Tai Po,40,Hong Kong,Tai Po,12,114.170754,22.4484491
,"Shop C, G/F, 2 Wai Tan Street, Tai Po",$51-$100,1,0,Western,Western Restaurant,,,Tai Po,75,Western,Tai Po,12,114.1655064,22.4423218
,"Shop E, G/F, 103 Kwong Fuk Road, Tai Po",Below $50,1,0,Hong Kong Style,Dessert,Snack Shop & Deli,,Tai Po,40,Hong Kong,Tai Po,12,114.1675247,22.4484059
,"Shop 81, G/F, Fortune Plaza, 4 On Chee Road, Tai Po",$51-$100,1,0,Japanese,Sushi/Sashimi,,,Tai Po,75,Asian,Tai Po,12,114.167696,22.45262
,__________14______,Below $50,18,3,Hong Kong Style,Noodles/Rice Noodles,,,Tai Po,40,Hong Kong,Tai Po,12,-76.103789,43.460501
Tong Kong,"Shop G63-64, Tai Po Plaza, No.1 On Tai Road, Tai Po",Below $50,12,2,Guangdong,Tea Restaurant,,,Tai Po,40,Hong Kong,Tai Po,12,114.1706992,22.4539656
Yamazaki Bakery,"Shop 527-530, G/F, Zone C, Tai Po Mega Mall, 3 On Pong Road, Tai Po",Below $50,9,1,Japanese,Bakery,,,Tai Po,40,Asian,Tai Po,12,114.170931,22.45318
Spice River,"G/F, 6 Tai Ming Lane, Tai Po",$51-$100,2,0,Thai,Singaporean,Malaysian,Noodles/Rice Noodles,Tai Po,75,Asian,Tai Po,12,114.1676668,22.4474007
Fairwood,__________________2__202____,Below $50,4,1,Hong Kong Style,Fast Food,,,Tai Po,40,Hong Kong,Tai Po,12,114.2588085,22.3107822
Mei Mei Restaurant,"Shop SM05, 1/F, Tai Po Complex, 8 Heung Sze Wui Street, Tai Po",$51-$100,6,0,Hakka,,,,Tai Po,75,Chinese,Tai Po,12,114.1665236,22.4461467
(),"G/F, 16 Wai Yan Street,, Tai Po",Below $50,5,0,Hong Kong Style,Tea Restaurant,,,Tai Po,40,Hong Kong,Tai Po,12,114.1658398,22.4485702
PHD,"Shop 110, 1/F., Fu Shin Shopping Centre, 12 On Po Road, Tai Po",$51-$100,0,1,Italian,Pizza,Takeaway,,Tai Po,75,Western,Tai Po,12,114.174701,22.452991
Forest Cafe,"DD19 Lam Kam Road, Tai Po",$51-$100,0,1,Western,Hamburger,Cake,Coffee Shop,Tai Po,75,Western,Tai Po,12,114.1346008,22.4493699
Sushi Take Out,"Shop L1003 Zone A Tai Po Mega Mall, 9 On Pong Road, Tai Po",Below $50,4,2,Japanese,Sushi/Sashimi,Takeaway,,Tai Po,40,Asian,Tai Po,12,114.1694838,22.4525949
Wealth Banquet,"1/F., Fortune Plaza, 4 On Chee Road, Tai Po",$101-$200,4,2,Guangdong,Seafood,Dim Sum,Chinese Buns,Tai Po,300,Hong Kong,Tai Po,12,114.1676925,22.452619
D,"Shop L1-14A, Greenery Plaza, Tai Po",Below $50,4,0,Hong Kong Style,Tea Restaurant,,,Tai Po,40,Hong Kong,Tai Po,12,114.1655064,22.4423218
Seafood Delight Kitchen,"Shop P101, G/F, Kwong Fuk Commercial Complex, Kwong Fuk Estate, Tai Po",Below $50,2,1,Hong Kong Style,Dim Sum,Dim Sum Restaurant,,Tai Po,40,Hong Kong,Tai Po,12,114.1655064,22.4423218
,"G/F, 3 Treasure Garden, On Chee Road, Tai Po",$51-$100,3,0,Japanese,Sushi/Sashimi,Takeaway,,Tai Po,75,Asian,Tai Po,12,114.167067,22.453367
,"Sam Mun Tsai San Tsuen, Tai Po",$101-$200,3,0,Hong Kong Style,Seafood,BBQ,BBQ Ground,Tai Po,300,Hong Kong,Tai Po,12,114.215208,22.45504
Sun Ho Lok Fast Food,"13 Tai Wing House,Tai Yung Estate, Tai Po",Below $50,3,0,Hong Kong Style,Takeaway,,,Tai Po,40,Hong Kong,Tai Po,12,114.1701986,22.4545316
Starbucks Coffee,"Shop 8, Tai Po Market MTR Station, Tai Po",Below $50,6,1,American,Salad,Coffee Shop,Casual Drink,Tai Po,40,Western,Tai Po,12,114.1655064,22.4423218
I menu Workshop,"G/F,9 Wai Yi Street, Tai Po",$401-$800,1,0,Italian,French,International,Private Kitchen,Tai Po,600,Western,Tai Po,12,114.1654133,22.4477526
,"Shop 8, G/F., Po Wah Building, 23 Tai Ming Ln., Tai Po",Below $50,0,1,Hong Kong Style,Noodles/Rice Noodles,Tea Restaurant,,Tai Po,40,Hong Kong,Tai Po,12,114.1675441,22.4474984
